DateTime,price
2014-12-01,300.0
2014-12-02,378.0
2014-12-03,378.0
2014-12-04,378.0
2014-12-05,378.0
2014-12-06,378.0
2014-12-07,378.0
2014-12-08,378.0
2014-12-09,375.0
2014-12-10,375.0
2014-12-11,375.0
2014-12-12,375.0
2014-12-13,375.0
2014-12-14,375.0
2014-12-15,375.0
2014-12-16,375.0
2014-12-17,375.0
2014-12-18,375.0
2014-12-19,375.0
2014-12-20,375.0
2014-12-21,375.0
2014-12-22,375.0
2014-12-23,375.0
2014-12-24,375.0
2014-12-25,375.0
2014-12-26,375.0
2014-12-27,375.0
2014-12-28,375.0
2014-12-29,375.0
2014-12-30,375.0
2014-12-31,375.0
2015-01-01,375.0
2015-01-02,375.0
2015-01-03,375.0
2015-01-04,375.0
2015-01-05,375.0
2015-01-06,375.0
2015-01-07,325.8333333333333
2015-01-08,325.8333333333333
2015-01-09,325.8333333333333
2015-01-10,325.8333333333333
2015-01-11,325.8333333333333
2015-01-12,325.8333333333333
2015-01-13,325.8333333333333
2015-01-14,186.72462660513358
2015-01-15,208.789104236962
2015-01-16,208.789104236962
2015-01-17,208.789104236962
2015-01-18,184.9090909090909
2015-01-19,184.9090909090909
2015-01-20,221.57142857142856
2015-01-21,224.23285714285714
2015-01-22,224.23285714285714
2015-01-23,224.23285714285714
2015-01-24,247.0196033274767
2015-01-25,257.853861596769
2015-01-26,272.3194306240912
2015-01-27,260.11721003379586
2015-01-28,242.34095915695025
2015-01-29,233.95945657466717
2015-01-30,232.42603126155655
2015-01-31,224.783311681263
2015-02-01,223.7051921345209
2015-02-02,230.6792704687697
2015-02-03,233.77111774546316
2015-02-04,225.62764863508923
2015-02-05,219.73811840370192
2015-02-06,222.30024338424434
2015-02-07,227.61771989483117
2015-02-08,224.56378283813262
2015-02-09,220.7300136680486
2015-02-10,219.79274819011144
2015-02-11,220.7571345686788
2015-02-12,221.7906562041831
2015-02-13,236.1854046942742
2015-02-14,251.39715725727197
2015-02-15,242.02392275921417
2015-02-16,235.8182215114628
2015-02-17,241.81952391132094
2015-02-18,238.7172291067245
2015-02-19,240.38844876325703
2015-02-20,245.22159651914967
2015-02-21,245.77047781745694
2015-02-22,238.82064284418232
2015-02-23,238.065513539538
2015-02-24,239.3151449774406
2015-02-25,238.02237555130253
2015-02-26,240.14005066639243
2015-02-27,253.88905680081234
2015-02-28,254.00109729976072
2015-03-01,254.66461872107874
2015-03-02,269.34139580521344
2015-03-03,278.8447010756147
2015-03-04,277.3058986564442
2015-03-05,272.5961350261182
2015-03-06,273.1519050337393
2015-03-07,275.7331250643496
2015-03-08,275.55358851028546
2015-03-09,287.2113573939145
2015-03-10,295.1812489911359
2015-03-11,295.1629503312698
2015-03-12,295.4436411880383
2015-03-13,289.0839909059602
2015-03-14,285.36192326518915
2015-03-15,288.29389135940045
2015-03-16,292.78908960427657
2015-03-17,288.5951787272713
2015-03-18,266.6695153630299
2015-03-19,261.30841919421573
2015-03-20,262.8607934528108
2015-03-21,261.12377544193697
2015-03-22,266.10578189953424
2015-03-23,267.9341787028064
2015-03-24,251.39617828576246
2015-03-25,245.57148308515906
2015-03-26,250.3749233417293
2015-03-27,248.92465086397223
2015-03-28,252.11495412250972
2015-03-29,244.33569154997787
2015-03-30,247.74819995177535
2015-03-31,245.69584090599255
2015-04-01,245.55799741355784
2015-04-02,251.06079703562042
2015-04-03,255.19641507643806
2015-04-04,253.67817361163264
2015-04-05,258.45800673121886
2015-04-06,257.8407427273763
2015-04-07,255.63337844018142
2015-04-08,247.90758055093443
2015-04-09,244.46659910153204
2015-04-10,237.28104905703228
2015-04-11,237.4628120204715
2015-04-12,237.48187915946735
2015-04-13,229.19721045134432
2015-04-14,220.88970788236836
2015-04-15,222.84149184316374
2015-04-16,228.54657967301873
2015-04-17,223.98241313830536
2015-04-18,223.4581728205692
2015-04-19,224.56526889147915
2015-04-20,225.49444995670635
2015-04-21,229.73932077643568
2015-04-22,235.85535892690888
2015-04-23,234.94706750468896
2015-04-24,232.02644792085914
2015-04-25,227.2308084596597
2015-04-26,219.5521804949216
2015-04-27,223.89985239711012
2015-04-28,224.96220492844202
2015-04-29,225.14301147959316
2015-04-30,234.81953015077897
2015-05-01,235.35337410466724
2015-05-02,235.72996890808255
2015-05-03,240.54549400226995
2015-05-04,240.24069573477422
2015-05-05,235.4920911850045
2015-05-06,233.34115676769503
2015-05-07,234.5645971312707
2015-05-08,242.5801371993541
2015-05-09,242.88643063949795
2015-05-10,241.9857771749832
2015-05-11,242.43961228437178
2015-05-12,242.27877255245272
2015-05-13,240.98506376788944
2015-05-14,237.36578387030028
2015-05-15,237.8912663290156
2015-05-16,237.28964229456366
2015-05-17,237.3677936432341
2015-05-18,235.68790602025484
2015-05-19,233.27239800219988
2015-05-20,234.16852029557833
2015-05-21,235.85029101715153
2015-05-22,238.78005139038524
2015-05-23,239.73969735795
2015-05-24,240.43029607290072
2015-05-25,238.0491467831793
2015-05-26,237.56590182153946
2015-05-27,237.54144358204752
2015-05-28,237.2559174691664
2015-05-29,236.70282308547152
2015-05-30,233.37122568956286
2015-05-31,231.91469078327722
2015-06-01,225.53045270668386
2015-06-02,225.07519183270645
2015-06-03,225.87041997978588
2015-06-04,225.04230238829604
2015-06-05,225.00107938491766
2015-06-06,225.11977489823582
2015-06-07,224.28866775176368
2015-06-08,227.71535214768954
2015-06-09,230.18289482735068
2015-06-10,229.0898704494618
2015-06-11,229.77022145499578
2015-06-12,230.05617570627194
2015-06-13,231.89078110908432
2015-06-14,234.16439320077484
2015-06-15,236.4367483236338
2015-06-16,245.58446506732426
2015-06-17,251.83908620893325
2015-06-18,249.38221586458738
2015-06-19,247.76894005236136
2015-06-20,244.28187952071593
2015-06-21,244.3646020245416
2015-06-22,246.72840857264188
2015-06-23,244.7598761886715
2015-06-24,241.7824373425116
2015-06-25,242.2051044179696
2015-06-26,242.03611123353232
2015-06-27,248.0848798810361
2015-06-28,249.8689781477674
2015-06-29,255.1946446500765
2015-06-30,264.1755881094384
2015-07-01,259.1349774647623
2015-07-02,256.37098607018083
2015-07-03,255.6483878731389
2015-07-04,257.93359657700955
2015-07-05,267.7577362729139
2015-07-06,272.8846465801724
2015-07-07,267.4483421903533
2015-07-08,269.91911865026395
2015-07-09,270.47707044611303
2015-07-10,285.22197938866043
2015-07-11,294.6819443541954
2015-07-12,308.24138267053485
2015-07-13,291.4554844528168
2015-07-14,291.0763885414509
2015-07-15,290.7104229359236
2015-07-16,280.24390650231663
2015-07-17,278.12916406645587
2015-07-18,278.60813996723107
2015-07-19,276.16799656817426
2015-07-20,278.5338844345912
2015-07-21,278.9292741276052
2015-07-22,277.35917197904405
2015-07-23,277.394638350828
2015-07-24,285.90182791715205
2015-07-25,289.35747523249967
2015-07-26,292.47007275836677
2015-07-27,292.61477355118404
2015-07-28,295.75577605980857
2015-07-29,291.03884222474437
2015-07-30,288.6668663378146
2015-07-31,285.1853091943341
2015-08-01,280.66287058286656
2015-08-02,280.9444689101104
2015-08-03,283.33945497969205
2015-08-04,285.06690556646413
2015-08-05,283.0657885075599
2015-08-06,279.7514293564386
2015-08-07,279.5260379523519
2015-08-08,269.01582203589953
2015-08-09,266.2286624410206
2015-08-10,265.36564783583856
2015-08-11,267.8497026190555
2015-08-12,268.51280855253975
2015-08-13,264.88316580406627
2015-08-14,266.1969196011776
2015-08-15,265.55070923844465
2015-08-16,259.51443941437594
2015-08-17,258.07493318898315
2015-08-18,246.12175220443396
2015-08-19,231.7632470339729
2015-08-20,234.64087693605515
2015-08-21,234.41109156344945
2015-08-22,229.8301274929763
2015-08-23,229.35061990569807
2015-08-24,215.55463215254926
2015-08-25,217.95384377328597
2015-08-26,226.96920458503774
2015-08-27,226.20802751751194
2015-08-28,230.47079731209467
2015-08-29,230.65775921765433
2015-08-30,228.8156217382884
2015-08-31,230.3063431212926
2015-09-01,228.37989552365767
2015-09-02,229.34319300729075
2015-09-03,227.85891603403726
2015-09-04,230.48847318264563
2015-09-05,235.16886404461266
2015-09-06,241.49665414961393
2015-09-07,241.19407032049193
2015-09-08,243.9949049661623
2015-09-09,240.55782524390668
2015-09-10,239.2951272817171
2015-09-11,240.5729950111109
2015-09-12,237.92695873829902
2015-09-13,232.52068120497532
2015-09-14,231.46760885697893
2015-09-15,231.14289059611036
2015-09-16,229.4532327136041
2015-09-17,232.4060875990668
2015-09-18,233.6428842739362
